bin_name,box_name,position_x,position_y,position_z,width,height,depth,color,X_cog,Y_cog,Z_cog,matched_box_name,orientation
Bin 1,Box 1,0.0,0.0,0.0,95.0,57.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",48.0,29.0,36.0,#22外箱,0.0
Bin 1,Box 3,95.0,0.0,0.0,97.0,209.0,36.0,"(1.0, 0.0, 0.0, 1.0)",144.0,105.0,36.0,#35外箱,1.0
Bin 1,Box 2,0.0,57.0,0.0,91.0,69.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",46.0,92.0,46.0,#9外箱,0.0
Bin 1,Box 4,0.0,126.0,0.0,69.0,91.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",35.0,172.0,46.0,#9外箱,1.0
Bin 1,Box 7,0.0,0.0,36.0,75.0,57.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",38.0,29.0,72.0,#18A外箱,0.0
Bin 1,Box 5,95.0,0.0,36.0,97.0,209.0,36.0,"(1.0, 0.0, 0.0, 1.0)",144.0,105.0,72.0,#35外箱,1.0
Bin 1,Box 11,0.0,57.0,46.0,91.0,69.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",46.0,92.0,92.0,#9外箱,0.0
Bin 1,Box 10,0.0,126.0,46.0,47.0,93.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",24.0,173.0,82.0,#33外箱,1.0
Bin 1,Box 17,0.0,0.0,72.0,75.0,57.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",38.0,29.0,104.0,#16A外箱,0.0
Bin 1,Box 6,95.0,0.0,72.0,55.0,149.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",123.0,75.0,112.0,#26外箱,1.0
Bin 1,Box 8,150.0,0.0,72.0,55.0,149.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",178.0,75.0,112.0,#26外箱,1.0
Bin 1,Box 12,72.48722584842108,149.0,72.0,135.0,55.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",140.0,177.0,108.0,#29外箱,0.0
Bin 1,Box 26,0.0,126.0,82.0,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",29.0,164.0,122.0,#7A外箱,1.0
Bin 1,Box 15,0.0,57.0,92.0,95.0,57.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",48.0,86.0,128.0,#22外箱,0.0
Bin 1,Box 19,0.0,0.0,104.0,75.0,57.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",38.0,29.0,136.0,#16A外箱,0.0
Bin 1,Box 23,72.48722584842108,149.0,108.0,135.0,55.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",140.0,177.0,144.0,#29外箱,0.0
Bin 1,Box 9,95.0,0.0,112.0,55.0,135.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",123.0,68.0,148.0,#29外箱,1.0
Bin 1,Box 13,150.0,0.0,112.0,55.0,149.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",178.0,75.0,152.0,#26外箱,1.0
Bin 1,Box 29,0.0,126.0,122.0,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",29.0,164.0,162.0,#7A外箱,1.0
Bin 1,Box 18,0.0,57.0,128.0,95.0,57.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",48.0,86.0,164.0,#22外箱,0.0
Bin 1,Box 20,0.0,0.0,136.0,75.0,57.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",38.0,29.0,172.0,#18A外箱,0.0
Bin 1,Box 30,72.48722584842108,149.0,144.0,135.0,55.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",140.0,177.0,180.0,#29外箱,0.0
Bin 1,Box 14,95.0,0.0,148.0,55.0,135.0,36.0,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",123.0,68.0,184.0,#29外箱,1.0
Bin 1,Box 22,150.0,0.0,152.0,55.0,149.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",178.0,75.0,192.0,#26外箱,1.0
Bin 1,Box 32,0.0,126.0,162.0,57.0,75.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",29.0,164.0,194.0,#16A外箱,1.0
Bin 1,Box 25,0.0,57.0,164.0,95.0,57.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",48.0,86.0,200.0,#22外箱,0.0
Bin 1,Box 21,0.0,0.0,172.0,75.0,57.0,36.0,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",38.0,29.0,208.0,#18A外箱,0.0
Bin 1,Box 33,72.48722584842108,149.0,180.0,117.0,55.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",131.0,177.0,208.0,#13外箱,0.0
Bin 1,Box 16,95.0,0.0,184.0,55.0,117.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",123.0,59.0,212.0,#13外箱,1.0
Bin 1,Box 28,150.0,0.0,192.0,55.0,149.0,40.0,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",178.0,75.0,232.0,#26外箱,1.0
Bin 1,Box 35,0.0,126.0,194.0,57.0,75.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",29.0,164.0,234.0,#7A外箱,1.0
Bin 1,Box 27,0.0,57.0,200.0,95.0,57.0,36.0,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",48.0,86.0,236.0,#22外箱,0.0
Bin 1,Box 31,0.0,0.0,208.0,75.0,57.0,32.0,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",38.0,29.0,240.0,#16A外箱,0.0
Bin 1,Box 34,72.48722584842108,149.0,208.0,117.0,55.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",131.0,177.0,236.0,#13外箱,0.0
Bin 1,Box 24,95.0,0.0,212.0,55.0,117.0,28.0,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",123.0,59.0,240.0,#13外箱,1.0
Bin 2,Box 1,0.0,0.0,0.0,111.0,73.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",56.0,37.0,26.0,#20外箱,0.0
Bin 2,Box 4,111.0,0.0,0.0,73.0,111.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",148.0,56.0,26.0,#20外箱,1.0
Bin 2,Box 3,0.0,73.0,0.0,73.0,111.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",37.0,129.0,26.0,#20外箱,1.0
Bin 2,Box 9,73.0,111.0,0.0,47.0,93.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",97.0,158.0,36.0,#33外箱,1.0
Bin 2,Box 2,0.0,0.0,26.0,91.0,69.0,46.0,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",46.0,35.0,72.0,#9外箱,0.0
Bin 2,Box 10,111.0,0.0,26.0,75.0,57.0,40.0,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",149.0,29.0,66.0,#7A外箱,0.0
Bin 2,Box 5,0.0,73.0,26.0,73.0,111.0,26.0,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",37.0,129.0,52.0,#20外箱,1.0
Bin 2,Box 7,0.0,73.0,52.0,47.0,93.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",24.0,120.0,88.0,#33外箱,1.0
Bin 2,Box 6,0.0,0.0,72.0,93.0,47.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",47.0,24.0,108.0,#33外箱,0.0
Bin 2,Box 8,0.0,0.0,108.0,93.0,47.0,36.0,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",47.0,24.0,144.0,#33外箱,0.0
